op_carrier_fl_num,op_unique_carrier,origin_airport_id,dest_airport_id,distance,route,day,Key,fl_date,AvgTemp,Precipitation,Snow_mm,WindSpeed,lat,lon,Month
1929,AA,14057,11057,2282.0,14057-11057,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
671,NK,14057,12889,763.0,14057-12889,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
2513,QX,14057,10713,344.0,14057-10713,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3354,OO,14057,14679,933.0,14057-14679,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
4009,WN,14057,11292,991.0,14057-11292,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
2272,QX,14057,14747,129.0,14057-14747,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
384,AS,14057,14771,550.0,14057-14771,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
2883,QX,14057,14004,161.0,14057-14004,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
3305,OO,14057,14831,569.0,14057-14831,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
46,WN,14057,14679,933.0,14057-14679,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3439,OO,14057,11638,626.0,14057-11638,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
2350,QX,14057,11884,279.0,14057-11884,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
1958,AS,14057,14771,550.0,14057-14771,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
2348,UA,14057,14771,550.0,14057-14771,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3354,OO,14057,14679,933.0,14057-14679,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
1907,WN,14057,13796,543.0,14057-13796,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
1901,AS,14057,14747,129.0,14057-14747,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
434,AS,14057,14893,479.0,14057-14893,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
2331,WN,15376,11292,639.0,15376-11292,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
729,G4,15376,10666,1299.0,15376-10666,3,32.115004-32.115004,2020-01-03,7.1,0.0,0.0,7.9,32.115004,-110.938053,1
4547,WN,15376,14679,368.0,15376-14679,5,32.115004-32.115004,2020-01-05,11.1,0.0,0.0,7.9,32.115004,-110.938053,1
1162,AA,15376,13930,1437.0,15376-13930,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
2483,AA,15376,11298,813.0,15376-11298,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
3359,OO,15376,14057,1119.0,15376-14057,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
2914,WN,15376,12892,451.0,15376-12892,3,32.115004-32.115004,2020-01-03,7.1,0.0,0.0,7.9,32.115004,-110.938053,1
5887,YV,15376,14107,110.0,15376-14107,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
350,UA,15376,11292,639.0,15376-11292,4,32.115004-32.115004,2020-01-04,8.9,0.0,0.0,7.9,32.115004,-110.938053,1
2879,AA,15376,14107,110.0,15376-14107,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
5436,OO,15376,14771,751.0,15376-14771,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
3803,OO,15376,14869,601.0,15376-14869,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
1641,WN,15376,12889,365.0,15376-12889,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
3513,WN,15376,11292,639.0,15376-11292,4,32.115004-32.115004,2020-01-04,8.9,0.0,0.0,7.9,32.115004,-110.938053,1
1701,WN,15376,12889,365.0,15376-12889,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
2093,DL,15376,13487,1298.0,15376-13487,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
3333,OO,15376,14747,1216.0,15376-14747,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
5436,OO,15376,14771,751.0,15376-14771,5,32.115004-32.115004,2020-01-05,11.1,0.0,0.0,7.9,32.115004,-110.938053,1
2789,DL,15376,10397,1541.0,15376-10397,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
5240,OO,15376,11292,639.0,15376-11292,4,32.115004-32.115004,2020-01-04,8.9,0.0,0.0,7.9,32.115004,-110.938053,1
1097,AA,15376,11298,813.0,15376-11298,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
1590,DL,15376,10397,1541.0,15376-10397,4,32.115004-32.115004,2020-01-04,8.9,0.0,0.0,7.9,32.115004,-110.938053,1
882,DL,15376,10397,1541.0,15376-10397,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
4440,OO,15376,12892,451.0,15376-12892,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
4539,OO,15376,14869,601.0,15376-14869,5,32.115004-32.115004,2020-01-05,11.1,0.0,0.0,7.9,32.115004,-110.938053,1
1162,AA,15376,13930,1437.0,15376-13930,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
1596,AA,15376,14107,110.0,15376-14107,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
2093,DL,15376,13487,1298.0,15376-13487,3,32.115004-32.115004,2020-01-03,7.1,0.0,0.0,7.9,32.115004,-110.938053,1
2789,DL,15376,10397,1541.0,15376-10397,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
725,WN,15376,12892,451.0,15376-12892,3,32.115004-32.115004,2020-01-03,7.1,0.0,0.0,7.9,32.115004,-110.938053,1
2914,WN,15376,12892,451.0,15376-12892,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
2834,AA,15376,11298,813.0,15376-11298,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
1319,WN,15376,14679,368.0,15376-14679,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
3179,OO,15376,12892,451.0,15376-12892,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
2321,NK,14843,11618,1608.0,14843-11618,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
6230,WN,14843,13204,1189.0,14843-13204,1,18.4393997192-18.4393997192,2020-01-01,27.2,1.3,0.0,11.2,18.4393997192,-66.0018005371,1
559,DL,14843,10397,1547.0,14843-10397,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
1454,B6,14843,11697,1046.0,14843-11697,1,18.4393997192-18.4393997192,2020-01-01,27.2,1.3,0.0,11.2,18.4393997192,-66.0018005371,1
105,F9,14843,13204,1189.0,14843-13204,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
4847,WN,14843,11697,1046.0,14843-11697,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
934,B6,14843,13204,1189.0,14843-13204,2,18.4393997192-18.4393997192,2020-01-02,27.4,1.5,0.0,13.3,18.4393997192,-66.0018005371,1
2276,B6,14843,10529,1666.0,14843-10529,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1236,B6,14843,15024,68.0,14843-15024,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1290,B6,14843,11618,1608.0,14843-11618,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
649,DL,14843,13487,2404.0,14843-13487,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
1134,B6,14843,13204,1189.0,14843-13204,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
3685,WN,14843,10821,1565.0,14843-10821,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
884,NK,14843,13204,1189.0,14843-13204,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
3907,WN,14843,11697,1046.0,14843-11697,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1052,B6,14843,15304,1237.0,14843-15304,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
111,F9,14843,14100,1576.0,14843-14100,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
2217,DL,14843,12478,1598.0,14843-12478,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
2754,B6,14843,11697,1046.0,14843-11697,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
3121,DL,14843,12478,1598.0,14843-12478,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
1036,B6,14843,15024,68.0,14843-15024,1,18.4393997192-18.4393997192,2020-01-01,27.2,1.3,0.0,11.2,18.4393997192,-66.0018005371,1
1134,B6,14843,13204,1189.0,14843-13204,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
1348,B6,14843,11278,1554.0,14843-11278,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
2704,B6,14843,12478,1598.0,14843-12478,1,18.4393997192-18.4393997192,2020-01-01,27.2,1.3,0.0,11.2,18.4393997192,-66.0018005371,1
1355,AA,14843,13303,1045.0,14843-13303,7,18.4393997192-18.4393997192,2020-01-07,26.5,0.8,0.0,13.0,18.4393997192,-66.0018005371,1
10,NK,14843,11697,1046.0,14843-11697,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1836,AA,14843,11057,1475.0,14843-11057,2,18.4393997192-18.4393997192,2020-01-02,27.4,1.5,0.0,13.3,18.4393997192,-66.0018005371,1
892,NK,14843,13204,1189.0,14843-13204,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1091,AA,14843,13303,1045.0,14843-13303,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
152,WN,14843,13204,1189.0,14843-13204,2,18.4393997192-18.4393997192,2020-01-02,27.4,1.5,0.0,13.3,18.4393997192,-66.0018005371,1
1934,B6,14843,13204,1189.0,14843-13204,2,18.4393997192-18.4393997192,2020-01-02,27.4,1.5,0.0,13.3,18.4393997192,-66.0018005371,1
4,B6,14843,12478,1598.0,14843-12478,7,18.4393997192-18.4393997192,2020-01-07,26.5,0.8,0.0,13.0,18.4393997192,-66.0018005371,1
5446,WN,14843,13204,1189.0,14843-13204,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
176,B6,14843,10529,1666.0,14843-10529,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
