op_carrier_fl_num,op_unique_carrier,origin_airport_id,dest_airport_id,distance,route,day,Key,fl_date,AvgTemp,Precipitation,Snow_mm,WindSpeed,lat,lon,Month
2369,20,14057,11292,991.0,2701,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
540,2,14057,12892,834.0,2712,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
2460,7,14057,10397,2172.0,2696,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
2508,21,14057,13198,1482.0,2714,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
434,2,14057,14893,479.0,2732,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
1410,20,14057,14771,550.0,2729,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
68,7,14057,14869,630.0,2731,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
2584,21,14057,13891,838.0,2720,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
6032,6,14057,12892,834.0,2712,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
3542,21,14057,11292,991.0,2701,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3326,17,14057,14771,550.0,2729,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
1442,1,14057,13930,1739.0,2721,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
2173,21,14057,15016,1708.0,2733,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
2397,20,14057,12266,1825.0,2708,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
1206,4,14057,12478,2454.0,2709,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3380,17,14057,10140,1111.0,2694,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
1766,2,14057,12889,763.0,2711,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
550,2,14057,12892,834.0,2712,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
1316,1,14057,11298,1616.0,2702,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
6088,6,14057,12892,834.0,2712,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
1442,1,14057,13930,1739.0,2721,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
1754,21,14057,14679,933.0,2727,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
841,2,14057,12982,2631.0,2713,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
646,2,14057,12889,763.0,2711,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
1967,21,14057,14893,479.0,2732,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
855,2,14057,12758,2607.0,2710,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
241,2,14057,10299,1542.0,2695,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
2223,19,14057,10713,344.0,2697,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
2059,19,14057,14489,116.0,2725,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
2563,19,14057,13796,543.0,2719,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
2420,19,14057,14893,479.0,2732,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
25,13,14057,12173,2603.0,2707,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
889,2,14057,12173,2603.0,2707,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
1544,2,14057,12892,834.0,2712,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
6238,21,14057,14831,569.0,2730,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
1918,1,14057,11298,1616.0,2702,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
1146,21,14057,14893,479.0,2732,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
2093,20,14057,14771,550.0,2729,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
2746,19,14057,14893,479.0,2732,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
6216,21,14057,14107,1009.0,2723,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
2417,19,14057,10713,344.0,2697,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
2469,19,14057,13264,222.0,2717,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
1774,7,14057,12892,834.0,2712,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
1938,20,14057,11292,991.0,2701,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
2601,21,14057,13796,543.0,2719,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
347,2,14057,13891,838.0,2720,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
2257,19,14057,14570,444.0,2726,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
3335,17,14057,14747,129.0,2728,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
2484,19,14057,14869,630.0,2731,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
1194,7,14057,14869,630.0,2731,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
2420,19,14057,14893,479.0,2732,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
2454,1,14057,14107,1009.0,2723,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
2929,19,14057,12892,834.0,2712,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
6056,6,14057,12892,834.0,2712,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
3439,17,14057,11638,626.0,2705,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3414,17,14057,14831,569.0,2730,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
4531,21,14057,14107,1009.0,2723,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
1456,2,14057,14831,569.0,2730,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
2082,20,14057,12266,1825.0,2708,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
1554,2,14057,14262,873.0,2724,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
2417,20,14057,11618,2434.0,2704,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3344,17,14057,11259,1626.0,2700,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
685,21,14057,13232,1751.0,2716,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
646,2,14057,12889,763.0,2711,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
403,7,14057,11433,1953.0,2703,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
358,2,14057,12892,834.0,2712,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
2561,19,14057,13796,543.0,2719,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
652,2,14057,11298,1616.0,2702,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
1503,7,14057,13487,1426.0,2718,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
1812,2,14057,14771,550.0,2729,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
2881,19,14057,14004,161.0,2722,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
3473,17,14057,10713,344.0,2697,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
6088,6,14057,12892,834.0,2712,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
540,2,14057,12892,834.0,2712,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
6056,6,14057,12892,834.0,2712,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
1552,2,14057,14262,873.0,2724,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
3344,17,14057,11259,1626.0,2700,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
4200,21,14057,14893,479.0,2732,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
2248,20,14057,11618,2434.0,2704,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
5766,6,14057,14747,129.0,2728,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
782,2,14057,13204,2534.0,2715,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
1922,7,14057,14747,129.0,2728,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
904,21,14057,13796,543.0,2719,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
2477,19,14057,15023,489.0,2734,6,45.58869934-45.58869934,2020-01-06,8.0,5.6,0.0,29.2,45.58869934,-122.5979996,1
1929,1,14057,11057,2282.0,2699,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
671,15,14057,12889,763.0,2711,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
2513,19,14057,10713,344.0,2697,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3354,17,14057,14679,933.0,2727,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
4009,21,14057,11292,991.0,2701,5,45.58869934-45.58869934,2020-01-05,7.1,6.6,0.0,16.9,45.58869934,-122.5979996,1
2272,19,14057,14747,129.0,2728,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
384,2,14057,14771,550.0,2729,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
2883,19,14057,14004,161.0,2722,1,45.58869934-45.58869934,2020-01-01,10.8,3.8,0.0,11.9,45.58869934,-122.5979996,1
3305,17,14057,14831,569.0,2730,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
46,21,14057,14679,933.0,2727,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3439,17,14057,11638,626.0,2705,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
2350,19,14057,11884,279.0,2706,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
1958,2,14057,14771,550.0,2729,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
2348,20,14057,14771,550.0,2729,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
3354,17,14057,14679,933.0,2727,2,45.58869934-45.58869934,2020-01-02,8.2,1.0,0.0,11.9,45.58869934,-122.5979996,1
1907,21,14057,13796,543.0,2719,7,45.58869934-45.58869934,2020-01-07,11.3,2.8,0.0,24.8,45.58869934,-122.5979996,1
1901,2,14057,14747,129.0,2728,3,45.58869934-45.58869934,2020-01-03,10.2,3.0,0.0,18.4,45.58869934,-122.5979996,1
434,2,14057,14893,479.0,2732,4,45.58869934-45.58869934,2020-01-04,8.4,4.1,0.0,15.8,45.58869934,-122.5979996,1
2331,21,15376,11292,639.0,3637,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
729,11,15376,10666,1299.0,3636,3,32.115004-32.115004,2020-01-03,7.1,0.0,0.0,7.9,32.115004,-110.938053,1
4547,21,15376,14679,368.0,3645,5,32.115004-32.115004,2020-01-05,11.1,0.0,0.0,7.9,32.115004,-110.938053,1
1162,1,15376,13930,1437.0,3642,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
2483,1,15376,11298,813.0,3638,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
3359,17,15376,14057,1119.0,3643,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
2914,21,15376,12892,451.0,3640,3,32.115004-32.115004,2020-01-03,7.1,0.0,0.0,7.9,32.115004,-110.938053,1
5887,22,15376,14107,110.0,3644,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
350,20,15376,11292,639.0,3637,4,32.115004-32.115004,2020-01-04,8.9,0.0,0.0,7.9,32.115004,-110.938053,1
2879,1,15376,14107,110.0,3644,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
5436,17,15376,14771,751.0,3647,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
3803,17,15376,14869,601.0,3648,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
1641,21,15376,12889,365.0,3639,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
3513,21,15376,11292,639.0,3637,4,32.115004-32.115004,2020-01-04,8.9,0.0,0.0,7.9,32.115004,-110.938053,1
1701,21,15376,12889,365.0,3639,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
2093,7,15376,13487,1298.0,3641,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
3333,17,15376,14747,1216.0,3646,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
5436,17,15376,14771,751.0,3647,5,32.115004-32.115004,2020-01-05,11.1,0.0,0.0,7.9,32.115004,-110.938053,1
2789,7,15376,10397,1541.0,3635,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
5240,17,15376,11292,639.0,3637,4,32.115004-32.115004,2020-01-04,8.9,0.0,0.0,7.9,32.115004,-110.938053,1
1097,1,15376,11298,813.0,3638,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
1590,7,15376,10397,1541.0,3635,4,32.115004-32.115004,2020-01-04,8.9,0.0,0.0,7.9,32.115004,-110.938053,1
882,7,15376,10397,1541.0,3635,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
4440,17,15376,12892,451.0,3640,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
4539,17,15376,14869,601.0,3648,5,32.115004-32.115004,2020-01-05,11.1,0.0,0.0,7.9,32.115004,-110.938053,1
1162,1,15376,13930,1437.0,3642,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
1596,1,15376,14107,110.0,3644,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
2093,7,15376,13487,1298.0,3641,3,32.115004-32.115004,2020-01-03,7.1,0.0,0.0,7.9,32.115004,-110.938053,1
2789,7,15376,10397,1541.0,3635,6,32.115004-32.115004,2020-01-06,10.1,0.0,0.0,7.9,32.115004,-110.938053,1
725,21,15376,12892,451.0,3640,3,32.115004-32.115004,2020-01-03,7.1,0.0,0.0,7.9,32.115004,-110.938053,1
2914,21,15376,12892,451.0,3640,2,32.115004-32.115004,2020-01-02,8.7,0.5,0.0,10.1,32.115004,-110.938053,1
2834,1,15376,11298,813.0,3638,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
1319,21,15376,14679,368.0,3645,7,32.115004-32.115004,2020-01-07,12.2,0.0,0.0,16.2,32.115004,-110.938053,1
3179,17,15376,12892,451.0,3640,1,32.115004-32.115004,2020-01-01,8.1,0.0,0.0,7.9,32.115004,-110.938053,1
2321,15,14843,11618,1608.0,3388,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
6230,21,14843,13204,1189.0,3391,1,18.4393997192-18.4393997192,2020-01-01,27.2,1.3,0.0,11.2,18.4393997192,-66.0018005371,1
559,7,14843,10397,1547.0,3383,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
1454,4,14843,11697,1046.0,3389,1,18.4393997192-18.4393997192,2020-01-01,27.2,1.3,0.0,11.2,18.4393997192,-66.0018005371,1
105,10,14843,13204,1189.0,3391,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
4847,21,14843,11697,1046.0,3389,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
934,4,14843,13204,1189.0,3391,2,18.4393997192-18.4393997192,2020-01-02,27.4,1.5,0.0,13.3,18.4393997192,-66.0018005371,1
2276,4,14843,10529,1666.0,3384,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1236,4,14843,15024,68.0,3395,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1290,4,14843,11618,1608.0,3388,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
649,7,14843,13487,2404.0,3393,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
1134,4,14843,13204,1189.0,3391,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
3685,21,14843,10821,1565.0,3385,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
884,15,14843,13204,1189.0,3391,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
3907,21,14843,11697,1046.0,3389,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1052,4,14843,15304,1237.0,3396,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
111,10,14843,14100,1576.0,3394,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
2217,7,14843,12478,1598.0,3390,4,18.4393997192-18.4393997192,2020-01-04,26.6,0.5,0.0,11.5,18.4393997192,-66.0018005371,1
2754,4,14843,11697,1046.0,3389,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
3121,7,14843,12478,1598.0,3390,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
1036,4,14843,15024,68.0,3395,1,18.4393997192-18.4393997192,2020-01-01,27.2,1.3,0.0,11.2,18.4393997192,-66.0018005371,1
1134,4,14843,13204,1189.0,3391,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
1348,4,14843,11278,1554.0,3387,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
2704,4,14843,12478,1598.0,3390,1,18.4393997192-18.4393997192,2020-01-01,27.2,1.3,0.0,11.2,18.4393997192,-66.0018005371,1
1355,1,14843,13303,1045.0,3392,7,18.4393997192-18.4393997192,2020-01-07,26.5,0.8,0.0,13.0,18.4393997192,-66.0018005371,1
10,15,14843,11697,1046.0,3389,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1836,1,14843,11057,1475.0,3386,2,18.4393997192-18.4393997192,2020-01-02,27.4,1.5,0.0,13.3,18.4393997192,-66.0018005371,1
892,15,14843,13204,1189.0,3391,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
1091,1,14843,13303,1045.0,3392,3,18.4393997192-18.4393997192,2020-01-03,26.1,22.4,0.0,16.9,18.4393997192,-66.0018005371,1
152,21,14843,13204,1189.0,3391,2,18.4393997192-18.4393997192,2020-01-02,27.4,1.5,0.0,13.3,18.4393997192,-66.0018005371,1
1934,4,14843,13204,1189.0,3391,2,18.4393997192-18.4393997192,2020-01-02,27.4,1.5,0.0,13.3,18.4393997192,-66.0018005371,1
4,4,14843,12478,1598.0,3390,7,18.4393997192-18.4393997192,2020-01-07,26.5,0.8,0.0,13.0,18.4393997192,-66.0018005371,1
5446,21,14843,13204,1189.0,3391,5,18.4393997192-18.4393997192,2020-01-05,25.6,1.3,0.0,6.8,18.4393997192,-66.0018005371,1
176,4,14843,10529,1666.0,3384,6,18.4393997192-18.4393997192,2020-01-06,25.4,9.1,0.0,10.1,18.4393997192,-66.0018005371,1
5496,17,11109,12266,809.0,691,3,38.805801-38.805801,2020-01-03,-0.7,0.0,0.0,8.6,38.805801,-104.700996,1
5730,17,11109,11292,73.0,689,3,38.805801-38.805801,2020-01-03,-0.7,0.0,0.0,8.6,38.805801,-104.700996,1
5492,17,11109,12892,833.0,693,3,38.805801-38.805801,2020-01-03,-0.7,0.0,0.0,8.6,38.805801,-104.700996,1
3455,23,11109,11292,73.0,689,3,38.805801-38.805801,2020-01-03,-0.7,0.0,0.0,8.6,38.805801,-104.700996,1
5517,17,11109,11292,73.0,689,7,38.805801-38.805801,2020-01-07,3.1,0.0,0.0,11.2,38.805801,-104.700996,1
4310,17,11109,14869,411.0,696,5,38.805801-38.805801,2020-01-05,4.7,0.0,0.0,23.8,38.805801,-104.700996,1
2114,7,11109,10397,1184.0,688,3,38.805801-38.805801,2020-01-03,-0.7,0.0,0.0,8.6,38.805801,-104.700996,1
5313,17,11109,11292,73.0,689,6,38.805801-38.805801,2020-01-06,1.4,0.0,0.0,21.6,38.805801,-104.700996,1
2823,10,11109,14107,551.0,695,7,38.805801-38.805801,2020-01-07,3.1,0.0,0.0,11.2,38.805801,-104.700996,1
2824,10,11109,12889,604.0,692,5,38.805801-38.805801,2020-01-05,4.7,0.0,0.0,23.8,38.805801,-104.700996,1
3044,17,11109,13930,911.0,694,4,38.805801-38.805801,2020-01-04,2.9,0.0,0.0,13.3,38.805801,-104.700996,1
